id,institution,address,purpose,latitude,longitude
40237,대구광역시 남구청,대구광역시 남구 대명로57길 7,생활방범,35.84411076,128.5867698
40462,대구광역시 남구청,대구광역시 남구 중앙대로52길 5-2(서편),생활방범,35.85544573,128.5911936
40463,대구광역시 남구청,대구광역시 남구 명덕로 194,생활방범,35.85672376,128.5915685
40464,대구광역시 남구청,대구광역시 남구 명덕로 194,생활방범,35.85672376,128.5915685
40465,대구광역시 남구청,대구광역시 남구 현충로50길 2,생활방범,35.85336518,128.5835278
40466,대구광역시 남구청,대구광역시 남구 현충로50길 2,생활방범,35.85336518,128.5835278
40467,대구광역시 남구청,대구광역시 남구 성명공원길 13,생활방범,35.84776934,128.5720176
40468,대구광역시 남구청,대구광역시 남구 현충동길 99,생활방범,35.84596987,128.5807281
40469,대구광역시 남구청,대구광역시 남구 큰골길 50(동편),생활방범,35.8370739,128.5788367
40470,대구광역시 남구청,대구광역시 남구 큰골길 50(동편),생활방범,35.8370739,128.5788367
40471,대구광역시 남구청,대구광역시 남구 안지랑로16길 79(동편),생활방범,35.83676478,128.5756466
40472,대구광역시 남구청,대구광역시 남구 안지랑로16길 79(동편),생활방범,35.83676478,128.5756466
40473,대구광역시 남구청,대구광역시 남구 안지랑로16길 36-1(서편),생활방범,35.83702685,128.5736228
40474,대구광역시 남구청,대구광역시 남구 안지랑로16길 36-1(서편),생활방범,35.83702685,128.5736228
40475,대구광역시 남구청,대구광역시 남구 대명복개로 130(북동편),생활방범,35.8413898,128.5659277
40476,대구광역시 남구청,대구광역시 남구 대명복개로 130(북동편),생활방범,35.8413898,128.5659277
41002,대구광역시 남구청,대구광역시 남구 대봉로26길 33,어린이보호,35.85141666,128.6056667
41003,대구광역시 남구청,대구광역시 남구 이천동 명덕로52길 33,어린이보호,35.85501613,128.5960398
41004,대구광역시 남구청,대구광역시 남구 이천로25길 64,어린이보호,35.85264266,128.5948263
41005,대구광역시 남구청,대구광역시 남구 앞산순환로 707,어린이보호,35.8345641,128.6005139
41006,대구광역시 남구청,대구광역시 남구 앞산순환로 707,어린이보호,35.8345641,128.6005139
41007,대구광역시 남구청,대구광역시 남구 효성로 71,어린이보호,35.83779557,128.5988993
41008,대구광역시 남구청,대구광역시 남구 효성로 71,어린이보호,35.83779557,128.5988993
41009,대구광역시 남구청,대구광역시 남구 봉덕초등길 17,어린이보호,35.83862188,128.5976768
41010,대구광역시 남구청,대구광역시 남구 두류공원로 64,어린이보호,35.84301376,128.5712971
41011,대구광역시 남구청,대구광역시 남구 두류공원로 58,어린이보호,35.84285801,128.5718273
41012,대구광역시 남구청,대구광역시 남구 명덕로34길 56,어린이보호,35.85405892,128.5872751
41013,대구광역시 남구청,대구광역시 남구 명덕로34길 56,어린이보호,35.85405892,128.5872751
41014,대구광역시 남구청,대구광역시 남구 성당로50길 34,어린이보호,35.85492488,128.5759885
41015,대구광역시 남구청,대구광역시 남구 명덕로20길 24,어린이보호,35.85626379,128.579572
41016,대구광역시 남구청,대구광역시 남구 두류공원로20길 47 건너,어린이보호,35.84658543,128.5707914
41017,대구광역시 남구청,대구광역시 남구 두류공원로18길 21,어린이보호,35.84496367,128.5711326
41018,대구광역시 남구청,대구광역시 남구 (대체)현충동길 79,어린이보호,35.84496036,128.5807318
41019,대구광역시 남구청,대구광역시 남구 (대체)현충동길 79,어린이보호,35.84496036,128.5807318
41020,대구광역시 남구청,대구광역시 남구 대명로 100,어린이보호,35.8388701,128.5688874
41021,대구광역시 남구청,대구광역시 남구 대명로 100,어린이보호,35.8388701,128.5688874
41022,대구광역시 남구청,대구광역시 남구 앞산순환로93길 33,어린이보호,35.8329149,128.5730557
41023,대구광역시 남구청,대구광역시 남구 큰골4길 30 건너,어린이보호,35.83506923,128.5814675
41024,대구광역시 남구청,대구광역시 남구 큰골4길 41,어린이보호,35.8343637,128.5819826
41025,대구광역시 남구청,대구광역시 남구 대명서로 28,어린이보호,35.8304316,128.561677
41026,대구광역시 남구청,대구광역시 남구 대명서로 28,어린이보호,35.8304316,128.561677
41027,대구광역시 남구청,대구광역시 남구 대명서1길 47,어린이보호,35.83104572,128.5631617
41028,대구광역시 남구청,대구광역시 남구 중앙대로 128,어린이보호,35.84456865,128.5908027
41029,대구광역시 남구청,대구광역시 남구 중앙대로 118,어린이보호,35.84370336,128.5908074
41030,대구광역시 남구청,대구광역시 남구 효서길 7,어린이보호,35.83799203,128.5980456
41031,대구광역시 남구청,대구광역시 남구 삼정1길 55,어린이보호,35.83797567,128.596056
41032,대구광역시 남구청,대구광역시 남구 중앙대로40길 10-1,어린이보호,35.849851,128.591454
